Date,Timestamp,Open,High,Low,Close,Volume
20150101,23:00:00,4.28027,4.28508,4.27534,4.28508,139.440000012517
20150102,00:00:00,4.28507,4.28538,4.27956,4.27956,135.77999997139
20150102,01:00:00,4.28198,4.28537,4.27925,4.27925,1275.0000025034
20150102,02:00:00,4.27926,4.28028,4.2787,4.27958,1169.26000165939
20150102,03:00:00,4.27958,4.28509,4.27908,4.28005,396
20150102,04:00:00,4.27947,4.28462,4.27925,4.27925,163
20150102,05:00:00,4.27926,4.28028,4.27925,4.27925,332
20150102,06:00:00,4.27926,4.28028,4.2779,4.2779,115.5
20150102,07:00:00,4.27791,4.28538,4.2779,4.28047,142.530000090599
20150102,08:00:00,4.27927,4.31685,4.27927,4.30408,1753.54000329971
20150102,09:00:00,4.30377,4.30538,4.29407,4.30077,1065.53000152111
20150102,10:00:00,4.30297,4.31078,4.30077,4.308,1452.68000280857
20150102,11:00:00,4.30827,4.30827,4.30137,4.30257,1044.57000184059
20150102,12:00:00,4.30295,4.30593,4.30247,4.30362,967.800003051758
20150102,13:00:00,4.30352,4.30508,4.30155,4.30257,827.52000272274
20150102,14:00:00,4.30262,4.30558,4.30127,4.30367,936.99000275135
20150102,15:00:00,4.3037,4.30577,4.30138,4.30524,1110.03000283241
20150102,16:00:00,4.30524,4.3053,4.30098,4.30157,1144.50000119209
20150102,17:00:00,4.30177,4.30707,4.30024,4.30088,843.580001115799
20150102,18:00:00,4.30036,4.30589,4.29907,4.30157,764.960000157356
20150102,19:00:00,4.30165,4.30337,4.29987,4.30022,246.490000367165
20150102,20:00:00,4.30044,4.30681,4.29852,4.30478,263.760003566742
20150102,21:00:00,4.30478,4.30478,4.29658,4.29867,307.900000333786
20150102,22:00:00,4.30107,4.30366,4.29608,4.29775,306.35000000149
20150104,23:00:00,4.28677,4.29425,4.28378,4.29364,43.9100003018975
20150105,00:00:00,4.29421,4.29885,4.2942,4.29857,114.199999570847
20150105,01:00:00,4.29435,4.3008,4.29435,4.29952,211.419999957085
20150105,02:00:00,4.29951,4.29973,4.29876,4.29907,205
20150105,03:00:00,4.29906,4.30177,4.29863,4.29985,220
20150105,04:00:00,4.29974,4.30045,4.2982,4.29828,245
20150105,05:00:00,4.29821,4.2997,4.29756,4.29838,268
20150105,06:00:00,4.29847,4.30014,4.29756,4.29973,220
20150105,07:00:00,4.29972,4.30284,4.29905,4.30284,381
20150105,08:00:00,4.30275,4.31357,4.30275,4.31357,1354.45000183582
20150105,09:00:00,4.31357,4.31877,4.29793,4.30038,2785.95000493526
20150105,10:00:00,4.30038,4.30251,4.29842,4.29998,1792.83000135422
20150105,11:00:00,4.29998,4.30705,4.29998,4.30377,1474.41000103951
20150105,12:00:00,4.30377,4.30648,4.30007,4.30304,1803.95000302792
20150105,13:00:00,4.30304,4.30577,4.30098,4.30277,1739.70000183582
20150105,14:00:00,4.30277,4.30318,4.28462,4.28713,2503.84000265598
20150105,15:00:00,4.28674,4.29817,4.28669,4.29758,1928.02000212669
20150105,16:00:00,4.29758,4.30008,4.29287,4.29857,2135.89000451565
20150105,17:00:00,4.29857,4.29987,4.29172,4.29228,1512.97000217438
20150105,18:00:00,4.29228,4.29722,4.29017,4.29307,1540.57000148296
20150105,19:00:00,4.29332,4.29357,4.28877,4.29307,604.980000853539
20150105,20:00:00,4.29307,4.29402,4.29029,4.29054,581.280000448227
20150105,21:00:00,4.29049,4.29232,4.28757,4.28928,289.240001320839
20150105,22:00:00,4.28877,4.29018,4.28676,4.28921,323.95000000298
20150105,23:00:00,4.28627,4.28887,4.28137,4.28663,136.05000000447
20150106,00:00:00,4.28663,4.29518,4.28659,4.29504,145.170000314713
20150106,01:00:00,4.28977,4.29505,4.28827,4.29274,320.5
20150106,02:00:00,4.29273,4.29633,4.29262,4.29564,246
20150106,03:00:00,4.29564,4.29788,4.294,4.29671,557
20150106,04:00:00,4.29671,4.29671,4.29406,4.29475,525
20150106,05:00:00,4.29499,4.29719,4.29445,4.29702,546
20150106,06:00:00,4.29702,4.29828,4.29257,4.29471,490
20150106,07:00:00,4.29471,4.29566,4.28947,4.28998,843.5
20150106,08:00:00,4.28997,4.29462,4.28716,4.28738,1337.68000209332
20150106,09:00:00,4.28747,4.3051,4.28747,4.30398,1890.56000483036
20150106,10:00:00,4.30406,4.30864,4.303,4.30728,1574.39000320435
20150106,11:00:00,4.30727,4.30939,4.30573,4.30706,955.550000429153
20150106,12:00:00,4.30725,4.30734,4.30235,4.30235,1793.25
20150106,13:00:00,4.30243,4.30846,4.30215,4.30745,767.710000514984
20150106,14:00:00,4.30746,4.3095,4.30502,4.3082,759.530000209808
20150106,15:00:00,4.3083,4.31002,4.30665,4.30933,1052.63000035286
20150106,16:00:00,4.30933,4.31427,4.30345,4.31388,1379.14000320435
20150106,17:00:00,4.31398,4.31827,4.31157,4.31827,1080.57000350952
20150106,18:00:00,4.31825,4.32247,4.31787,4.31907,418.640000343323
20150106,19:00:00,4.319,4.31903,4.31864,4.31867,285
20150106,20:00:00,4.31867,4.31868,4.31598,4.31623,302.210000157356
20150106,21:00:00,4.31622,4.31856,4.31606,4.31798,411.990000844002
20150106,22:00:00,4.31805,4.31877,4.3159,4.31673,272.60000026226
20150106,23:00:00,4.31577,4.31674,4.31048,4.31624,130.270000055432
20150107,00:00:00,4.31624,4.31761,4.31532,4.31548,142.520000219345
20150107,01:00:00,4.31568,4.31622,4.31538,4.316,146.170001745224
20150107,02:00:00,4.31599,4.3162,4.31525,4.316,203.090002775192
20150107,03:00:00,4.316,4.31621,4.31537,4.31558,124.430002331734
20150107,04:00:00,4.31518,4.31557,4.31507,4.31557,46.5700000524521
20150107,05:00:00,4.31548,4.31548,4.31488,4.31518,58.25
20150107,06:00:00,4.31497,4.31822,4.31468,4.31789,176.570000052452
20150107,07:00:00,4.31786,4.32032,4.31769,4.3193,359
20150107,08:00:00,4.3193,4.32167,4.3093,4.31077,1336.17000508308
20150107,09:00:00,4.31077,4.31135,4.30309,4.30391,1605.71000421047
20150107,10:00:00,4.30406,4.31427,4.30406,4.30951,1190.03000056744
20150107,11:00:00,4.30931,4.31594,4.3092,4.31184,1229.73000097275
20150107,12:00:00,4.31186,4.31255,4.30741,4.31127,1006.18000125885
20150107,13:00:00,4.31128,4.31302,4.30667,4.30828,1290.23000049591
20150107,14:00:00,4.30825,4.31062,4.30559,4.30687,1807.24000358582
20150107,15:00:00,4.30687,4.30857,4.30416,4.3042,1262.71000289917
20150107,16:00:00,4.3042,4.30917,4.30407,4.30575,1807.01000344753
20150107,17:00:00,4.30563,4.30888,4.30351,4.30499,1671.58000159264
20150107,18:00:00,4.30499,4.30775,4.30073,4.30231,790.200000762939
20150107,19:00:00,4.30232,4.30277,4.29999,4.29999,328.800000190735
20150107,20:00:00,4.29992,4.30188,4.29687,4.29687,326.650000214577
20150107,21:00:00,4.29705,4.29837,4.29137,4.29478,704.75
20150107,22:00:00,4.29475,4.29802,4.29133,4.29222,275.530000209808
20150107,23:00:00,4.28977,4.29348,4.28487,4.29123,125
20150108,00:00:00,4.29123,4.29323,4.29099,4.29102,160
20150108,01:00:00,4.28872,4.29227,4.28872,4.29167,184.10000026226
20150108,02:00:00,4.29147,4.29227,4.29104,4.29167,185.670000314713
20150108,03:00:00,4.29165,4.29168,4.29117,4.29167,167
20150108,04:00:00,4.29127,4.29228,4.29111,4.2913,197
20150108,05:00:00,4.29158,4.29218,4.29127,4.29188,194
20150108,06:00:00,4.29186,4.29227,4.29128,4.29188,252.5
20150108,07:00:00,4.29267,4.29548,4.29128,4.29257,303
20150108,08:00:00,4.29318,4.30033,4.28907,4.29507,1505.26000404358
20150108,09:00:00,4.29507,4.29907,4.29457,4.29828,1059.46000480652
20150108,10:00:00,4.29828,4.30178,4.29677,4.29677,1969.27000439167
20150108,11:00:00,4.29677,4.29857,4.29507,4.29658,2383.31000101566
20150108,12:00:00,4.29658,4.29743,4.28818,4.28842,2183.0300027132
20150108,13:00:00,4.28767,4.29038,4.28487,4.28987,1670.22000265121
20150108,14:00:00,4.28988,4.29167,4.28497,4.28738,1861.42000365257
20150108,15:00:00,4.28727,4.28867,4.28277,4.28756,1504.8000023365
20150108,16:00:00,4.28748,4.28881,4.28297,4.28308,1806.26000487804
20150108,17:00:00,4.28317,4.28638,4.28037,4.28098,1995.84000515938
20150108,18:00:00,4.28082,4.28263,4.27962,4.28148,399.540000796318
20150108,19:00:00,4.28253,4.28287,4.28105,4.28188,429.460000753403
20150108,20:00:00,4.28202,4.28372,4.28007,4.28037,688.650001049042
20150108,21:00:00,4.28037,4.28287,4.27897,4.28027,513.540001511574
20150108,22:00:00,4.28026,4.28282,4.27912,4.28137,286.570000052452
20150108,23:00:00,4.28138,4.28138,4.27638,4.27894,71.5200000554323
20150109,00:00:00,4.27894,4.27958,4.27882,4.27958,192.5
20150109,01:00:00,4.28177,4.28177,4.27882,4.27977,255.75
20150109,02:00:00,4.27977,4.28078,4.27884,4.27967,227.75
